iter	Passed	Remaining
1665	83917	11786
1666	83957	11734
1667	84040	11689
1668	84169	11649
1669	84234	11601
1670	84281	11550
1671	84347	11501
1672	84382	11449
1673	84422	11397
1674	84461	11345
1675	84504	11294
1676	84543	11242
1677	84570	11188
1678	84621	11138
1679	84654	11085
1680	84694	11033
1681	84743	10983
1682	84794	10933
1683	84849	10883
1684	84903	10833
1685	84941	10781
1686	84982	10729
1687	85027	10678
1688	85062	10626
1689	85099	10574
1690	85130	10521
1691	85167	10469
1692	85211	10418
1693	85341	10377
1694	85471	10337
1695	85528	10287
1696	85572	10236
1697	85608	10184
1698	85642	10131
1699	85679	10079
1700	85712	10027
1701	85755	9976
1702	85790	9924
1703	85823	9871
1704	85858	9819
1705	85889	9767
1706	85929	9715
1707	85964	9663
1708	85996	9611
1709	86041	9560
1710	86081	9508
1711	86115	9456
1712	86150	9404
1713	86189	9353
1714	86225	9301
1715	86260	9249
1716	86293	9197
1717	86332	9145
1718	86367	9093
1719	86414	9043
1720	86445	8991
1721	86485	8939
1722	86562	8892
1723	86725	8853
1724	86827	8808
1725	86886	8759
1726	86931	8708
1727	86975	8657
1728	87010	8605
1729	87047	8553
1730	87093	8503
1731	87126	8451
1732	87166	8399
1733	87207	8348
1734	87243	8296
1735	87282	8245
1736	87320	8194
1737	87366	8143
1738	87417	8093
1739	87455	8041
1740	87518	7992
1741	87556	7941
1742	87601	7890
1743	87638	7839
1744	87668	7787
1745	87703	7735
1746	87740	7684
1747	87775	7632
1748	87953	7593
1749	88079	7549
1750	88137	7500
1751	88198	7450
1752	88245	7399
1753	88278	7348
1754	88328	7297
1755	88373	7247
1756	88415	7196
1757	88449	7144
1758	88487	7093
1759	88534	7042
1760	88574	6991
1761	88616	6940
1762	88658	6889
1763	88706	6839
1764	88755	6788
1765	88792	6737
1766	88831	6686
1767	88866	6634
1768	88906	6583
1769	88946	6532
1770	88985	6481
1771	89030	6431
1772	89066	6379
1773	89117	6329
1774	89190	6281
1775	89325	6236
1776	89421	6189
1777	89482	6139
1778	89519	6088
1779	89556	6037
1780	89587	5985
1781	89625	5934
1782	89664	5883
1783	89702	5832
1784	89742	5781
1785	89784	5730
1786	89824	5680
1787	89861	5628
1788	89897	5577
1789	89943	5527
1790	89984	5476
1791	90024	5425
1792	90052	5374
1793	90087	5322
1794	90122	5271
1795	90154	5220
1796	90195	5169
1797	90228	5118
1798	90263	5067
1799	90307	5017
1800	90339	4965
1801	90370	4914
1802	90411	4864
1803	90451	4813
1804	90536	4765
1805	90654	4718
1806	90774	4671
1807	90837	4622
1808	90885	4571
1809	90938	4521
1810	90990	4471
1811	91040	4421
1812	91082	4370
1813	91123	4320
1814	91180	4270
1815	91218	4219
1816	91255	4168
1817	91298	4117
1818	91335	4067
1819	91386	4016
1820	91433	3966
1821	91471	3915
1822	91499	3864
1823	91535	3813
1824	91573	3763
1825	91613	3712
1826	91655	3662
1827	91694	3611
1828	91771	3562
1829	91834	3512
1830	92027	3467
1831	92099	3418
1832	92168	3368
1833	92221	3318
1834	92259	3268
1835	92299	3217
1836	92335	3166
1837	92368	3115
1838	92402	3064
1839	92446	3014
1840	92479	2963
1841	92515	2913
1842	92555	2862
1843	92587	2811
1844	92620	2761
1845	92651	2710
1846	92685	2659
1847	92714	2608
1848	92749	2558
1849	92788	2507
1850	92830	2457
1851	92870	2407
1852	92908	2356
1853	92942	2306
1854	92976	2255
1855	93007	2204
1856	93054	2154
1857	93090	2104
1858	93136	2054
1859	93315	2006
1860	93398	1957
1861	93451	1907
1862	93493	1856
1863	93530	1806
1864	93577	1756
1865	93623	1705
1866	93659	1655
1867	93694	1605
1868	93728	1554
1869	93766	1504
1870	93815	1454
1871	93860	1403
1872	93900	1353
1873	93939	1303
1874	93979	1253
1875	94015	1202
1876	94056	1152
1877	94101	1102
1878	94145	1052
1879	94177	1001
1880	94216	951
1881	94249	901
1882	94285	851
1883	94318	801
1884	94351	750
1885	94388	700
1886	94553	651
1887	94696	601
1888	94771	551
1889	94817	501
1890	94853	451
1891	94884	401
1892	94922	351
1893	94960	300
1894	95000	250
1895	95038	200
1896	95076	150
1897	95116	100
1898	95156	50
1899	95205	0
